sex,exercise_group,age,heart_rate
M,moderate intensity,72.03715153400802,64.36435662732612
M,high intensity,72.01590421325099,63.53243773488567
M,control,72.35003655651015,68.74651611269115
M,moderate intensity,73.70057714794268,67.15740464747692
M,high intensity,74.27329629422631,58.49062133391781
M,control,73.79313777882396,71.64805206770808
M,moderate intensity,73.37825302035839,67.50109011269346
M,high intensity,73.30731910302545,69.80783166385338
M,control,71.55530815453332,66.13196900735139
M,moderate intensity,72.13524590551812,74.05213499625616
M,high intensity,70.72967688746614,59.20760201133852
M,control,72.98115363511091,72.35069114877645
M,moderate intensity,73.50241743877989,72.47506141066593
M,high intensity,72.46204855977341,57.50962951282071
M,control,73.53232590422913,70.61162246330483
M,moderate intensity,72.06092977903931,68.90897210308366
M,high intensity,73.64807393021565,64.5501737677242
M,control,73.04851003804791,64.78613993602458
M,moderate intensity,72.63578730233287,74.59465282770712
M,high intensity,73.56477689884204,59.763389986174396
M,control,72.9289949790203,54.93431105936918
M,moderate intensity,73.8801041049499,64.39287310725364
M,high intensity,72.03001628480047,58.55089229627035
M,control,72.66601974963528,68.02397510407094
M,moderate intensity,71.57275180926513,76.32399188187212
M,high intensity,71.37622432166575,64.38087917551938
M,control,73.33134798086961,63.3304190642347
M,moderate intensity,72.17203984670384,70.05399443871106
M,high intensity,72.59074433704052,63.98946148224222
M,control,72.0841953099797,66.27694781792569
M,moderate intensity,74.7257154583074,69.20368293993806
M,high intensity,71.76985163398086,57.08395555185345
M,control,73.34583061583051,72.57741073971125
M,moderate intensity,71.8457899719378,62.11850947638588
M,high intensity,73.06247096605622,64.89857728736652
M,control,73.32062706406532,67.10456958918685
M,moderate intensity,73.08200261157181,69.75509529788017
M,high intensity,73.28933238434601,55.04778527545145
M,control,71.94437880711818,68.7516079888705
M,moderate intensity,71.31097448376411,73.883482998994
M,high intensity,74.07072785873638,54.542769221012946
M,control,73.05630243533439,68.40089597636091
M,moderate intensity,72.95483936232111,80.59801295467756
M,high intensity,72.60572631430328,60.35608462553351
M,control,74.71765114625761,61.54524870825084
M,moderate intensity,72.5850672034272,78.31467287333464
M,high intensity,71.18753648494913,59.952029946159115
M,control,72.46225447366294,59.24440717877535
M,moderate intensity,72.91574886519251,72.44562352926954
M,high intensity,71.85131538004947,64.30628796442903
M,control,73.07045775732581,66.36515121261712
M,moderate intensity,73.63026752080346,60.93442453189255
M,high intensity,73.48594902247572,69.16042174219061
M,control,73.15572002874767,61.911894483880005
M,moderate intensity,71.94298339593001,78.77803969836104
M,high intensity,74.35268779502061,64.70992745528537
M,control,72.00252751553334,69.11081572231132
M,moderate intensity,74.45727076622899,68.19354126287752
M,high intensity,73.47200174599475,72.3208760403874
M,control,74.5905494851245,56.73256274034939
M,moderate intensity,72.52744768113793,74.92170486440895
M,high intensity,72.45304211335483,64.61835410190076
M,control,70.62711963905413,67.15867462931408
M,moderate intensity,71.73290296642764,67.28689050333767
M,high intensity,72.59349242902258,57.38891800676997
M,control,72.10466002642367,66.96557704943486
M,moderate intensity,74.8502004132083,70.14555068702279
M,high intensity,71.75104159455377,75.01478381241925
M,control,71.0474611979139,60.2942557352852
M,moderate intensity,72.78223207556408,68.93899309612375
M,high intensity,72.72585751283589,56.916641653135386
M,control,71.05926320207459,69.58442288998363
M,moderate intensity,72.6065221470472,69.35860805553243
M,high intensity,72.40940387096481,58.817798391552564
M,control,72.63738249373866,67.33972648280742
M,moderate intensity,74.06556516231947,71.559040303620165
M,high intensity,72.43060466195594,65.82496613581135
M,control,74.21466533542818,58.97867257248919
M,moderate intensity,73.55319782842889,71.41383346667995
M,high intensity,73.70491145059934,60.72836946094503
M,control,73.22442867125024,63.224108434685526
M,moderate intensity,73.0603481573043,67.52638833298097
M,high intensity,71.8430298193251,55.44168739605433
M,control,73.3532502886711,56.96810567966884
M,moderate intensity,71.85811394193698,70.37819071839792
M,high intensity,72.1537624934288,61.94963404014552
M,control,71.56786203820756,60.80833589792293
M,moderate intensity,72.47199618886093,66.2781018851484
M,high intensity,74.26134366498214,63.0041013819362
M,control,70.59645496706226,76.1757398135002
M,moderate intensity,71.84685543135791,67.91946045411
M,high intensity,73.89860038095627,61.61674540622268
M,control,72.42670479737933,60.84100683902166
M,moderate intensity,72.21000907568283,66.38171400992684
M,high intensity,71.38661654706543,55.904669870692054
M,control,73.24657168722435,65.83053436296413
M,moderate intensity,72.62894463138561,67.7099356413626
M,high intensity,72.61388189140352,69.55514594338987
M,control,70.99464152116435,63.12044863171546
M,moderate intensity,72.91099574009252,71.6228710600552
M,high intensity,72.07768487559733,61.47101094799209
M,control,72.2695791012763,65.65352422011617
M,moderate intensity,72.21556119863787,77.7092069939444
M,high intensity,73.87028389020185,52.68656796632267
M,control,72.07344762723685,68.02263696090756
M,moderate intensity,73.05519148110913,75.75736129464838
M,high intensity,73.18229908410495,53.89406999427684
M,control,72.52647754470811,58.495604144254706
M,moderate intensity,73.51782705192839,77.54888025324539
M,high intensity,71.57461284069134,53.43707867141306
M,control,73.59155454277438,58.52914026083295
M,moderate intensity,73.59875097147909,67.36143338252546
M,high intensity,72.96027744785533,61.92932304822997
M,control,71.4057912662455,67.97752688672317
M,moderate intensity,71.85248305723326,74.24789904243156
M,high intensity,70.63051918209177,59.66483996859869
M,control,73.46528761596645,63.34823495025233
M,moderate intensity,73.95145719181531,63.596184967619806
M,high intensity,73.52388128971853,58.26300376543499
M,control,72.8424770103059,62.98418098405868
M,moderate intensity,73.14620483126886,62.321394519475284
M,high intensity,72.30035133787635,63.05192341195412
M,control,73.67735846486748,54.15473699960873
M,moderate intensity,71.96232701343703,58.95823998420914
M,high intensity,72.33993982065428,58.8082891598004
M,control,73.54825418593929,69.84104888921398
M,moderate intensity,73.12093520073005,64.18641125143266
M,high intensity,72.47509054101396,49.890125369963734
M,control,73.69627036804498,61.36609300661396
M,moderate intensity,71.91281876938797,64.14399472759553
M,high intensity,72.56703400909429,59.966885216134145
M,control,73.19330321414058,72.01089708421833
M,moderate intensity,72.70895375970765,75.87390930425468
M,high intensity,73.40808413603348,65.44848537134689
M,control,72.4733121580839,69.8023616619009
M,moderate intensity,70.92156882109903,83.73689810063654
M,high intensity,73.57985481501316,49.84445494431734
M,control,73.63439027111457,58.068882675535136
M,moderate intensity,73.05043176741087,65.0987724885196
M,high intensity,70.94091427704329,63.60541345061745
M,control,73.77525421421817,64.71762165488967
M,moderate intensity,73.81997159988647,65.52035156835849
M,high intensity,72.71359438032745,65.21075440071807
M,control,72.07729535983884,66.72340453804493
M,moderate intensity,72.77924005694463,76.48846363333838
M,high intensity,72.8744489312878,64.79353921454033
M,control,72.64228864170688,67.72430413555203
M,moderate intensity,73.48126081851343,73.3588133465169
M,high intensity,70.90622251112333,61.13289351430665
M,control,73.01739283451657,69.47514144036529
M,moderate intensity,72.82989370917672,60.85377122749035
M,high intensity,72.05355999558888,52.42260562403054
M,control,72.4823427074412,61.27117963812499
M,moderate intensity,73.43847899588421,70.67664136441938
M,high intensity,72.39510417358443,58.058437314423095
M,control,73.64068256178913,68.12602982826905
M,moderate intensity,70.57259543826744,76.92486765472266
M,high intensity,73.10322228616862,56.731952760970756
M,control,70.6625484594469,62.820249145711216
M,moderate intensity,72.51269173768614,70.4349867741515
M,high intensity,71.71643293546762,70.56648964662746
M,control,71.78912768206719,67.49720790454909
M,moderate intensity,72.92804273736874,73.87578352875452
M,high intensity,73.4590184299999,58.871137047441536
M,control,72.32991762894154,70.62188172590429
M,moderate intensity,73.10666876039254,73.17385762854342
M,high intensity,72.61923098911505,56.07679334889705
M,control,72.23785524408886,64.83840414232432
M,moderate intensity,72.09600180272754,73.10062390571282
M,high intensity,73.75883217613494,54.77746966266024
M,control,73.39013734773837,58.55879534502275
M,moderate intensity,71.64519131486458,68.29721460408325
M,high intensity,73.23493021127085,58.03071751857005
M,control,72.14789992686515,67.60931045603772
M,moderate intensity,72.73983237261163,63.39004516912465
M,high intensity,73.76389733577605,62.98939143692964
M,control,70.02990303903078,70.22845432287106
M,moderate intensity,74.3668724595206,74.80859791332425
M,high intensity,71.08740309406366,61.387658098948485
M,control,73.40001178917188,55.80454210705753
M,moderate intensity,73.76114446403756,75.14302006121633
M,high intensity,73.07628732787977,65.55302957026848
M,control,73.06816530369922,57.90097000274541
M,moderate intensity,71.28235413805413,72.66880659554762
M,high intensity,73.60675067033459,58.650777936984625
M,control,72.50360604222374,72.7692034555152
M,moderate intensity,71.73290121627358,68.42136509519263
M,high intensity,71.91569206392523,61.10553605384396
M,control,72.84246030961465,65.71189818898621
M,moderate intensity,73.02388664251365,70.5424890558848
M,high intensity,73.93226859478314,62.523681078976
M,control,73.23295472731012,73.60126484729992
M,moderate intensity,72.75769148455645,64.42393565975144
M,high intensity,70.11683325064786,55.297380875445846
M,control,73.04394808205677,74.74772523344544
M,moderate intensity,72.57042391093371,73.64518802249955
M,high intensity,71.91409415527482,53.102474330310464
M,control,73.14277612141645,64.73587228631334
M,moderate intensity,71.73543312168793,64.54980397593754
M,high intensity,73.3110482220112,58.11272493789879
M,control,74.87119908162876,71.90729628456084
M,moderate intensity,72.65834411037943,68.18498317997019
M,high intensity,72.68456766067237,57.544501851875566
M,control,72.77470328631955,60.5628163100232
M,moderate intensity,73.04466053174554,64.69290503028012
M,high intensity,72.8229659256207,59.61512804817112
M,control,73.04139384838219,64.6323848266961
M,moderate intensity,74.31554024721338,68.40213272844548
M,high intensity,72.36052240660555,61.073644686094646
M,control,71.32899050589062,71.94259392327702
M,moderate intensity,73.26419667358135,72.8680218954427
M,high intensity,72.23220672609965,63.949104774470406
M,control,73.00949606294328,73.94619108625602
M,moderate intensity,74.43360546756988,64.05831577988296
M,high intensity,71.37344561032292,64.48781558732182
M,control,73.89091961625945,61.954819937667885
M,moderate intensity,72.21250968599863,76.76082067313588
M,high intensity,71.93126998483913,58.333932963413474
M,control,71.71238986799278,64.09036283915002
M,moderate intensity,72.94472820474024,68.04060270230704
M,high intensity,72.76377081592443,51.166775184835416
M,control,72.80244260261424,74.01090782745061
M,moderate intensity,73.85295380971058,59.25937629738676
M,high intensity,74.46071792687454,62.0994276745604
M,control,73.04303863271161,59.57314850101052
M,moderate intensity,74.13453590168035,58.70131274669249
M,high intensity,73.85320394167861,59.52547788494898
M,control,74.62981997545835,62.09683647121371
M,moderate intensity,73.54602418462251,74.17194837510634
M,high intensity,72.89696140408384,54.530883900184
M,control,72.00434694510439,72.33278416693706
M,moderate intensity,70.50293562828121,74.6068677450276
M,high intensity,71.37588389908967,63.949801221963526
M,control,73.10956953866727,65.62377805376246
M,moderate intensity,73.23608318634852,73.9830136745087
M,high intensity,72.7817195889618,67.85836066482386
M,control,73.3214191823723,57.066974674646836
M,moderate intensity,73.24306319251102,71.90910804993125
M,high intensity,72.93505095769297,65.59207285705853
M,control,73.33214215670567,75.66766623605034
M,moderate intensity,73.31651108790113,69.504428280122
M,high intensity,73.67308215506243,62.913568912097915
M,control,71.82648670874318,67.99181176728143
M,moderate intensity,71.95417076675862,78.25538079511844
M,high intensity,72.92345082005565,55.345991947697215
M,control,72.36298331356544,65.00907959024606
M,moderate intensity,73.68654568539768,68.07673059689381
M,high intensity,71.9859497740925,60.92855873654765
M,control,71.76146094989477,71.26291381567984
M,moderate intensity,74.56072346928738,75.98493727265068
M,high intensity,72.12457387957289,53.6319279405283
M,control,73.25874690782514,71.90940121626119
M,moderate intensity,71.76846599660625,65.41250901597117
M,high intensity,72.91728563666196,54.01767010520296
M,control,72.65401734219174,66.57900442271817
M,moderate intensity,70.72134016078287,71.1764048363017
M,high intensity,73.09694078864945,57.46645734447578
M,control,72.79362322586299,65.38171331861048
M,moderate intensity,73.55856013969594,73.4702952864751
M,high intensity,71.94614472434529,59.39234721494216
M,control,70.7789925043146,69.39765062346822
M,moderate intensity,72.7082857221346,66.57614727518317
M,high intensity,73.9117807637189,50.20231307119405
M,control,73.12063648404073,70.61301801706935
M,moderate intensity,72.4983367668305,66.47460740619721
M,high intensity,74.5156569436079,59.89042077723101
M,control,72.46063056321516,69.18748256644842
M,moderate intensity,72.21126990341904,64.47862305273156
M,high intensity,73.37549190695904,57.75682265266682
M,control,71.48867984838417,73.52621307902169
M,moderate intensity,71.72765725122258,71.05118142721655
M,high intensity,75.38184129119172,68.5247940745265
M,control,71.98399227474441,70.73459714596281
M,moderate intensity,72.4414816813322,65.79509241115818
M,high intensity,70.77891578320227,57.776666219973535
M,control,73.53723104211073,72.1750108385056
M,moderate intensity,73.98473684199516,68.33493708306827
M,high intensity,73.47707887336506,48.6812476718406
M,control,71.75946578919185,70.97116146379739
M,moderate intensity,70.08116344285457,69.18233484739329
M,high intensity,71.56363755899136,59.19906422098412
M,control,72.53754152273265,75.7179704719726
M,moderate intensity,75.789179242354,65.20550178870948
M,high intensity,74.611372837061,61.05530963584103
M,control,73.37072080949406,70.42301588909619
M,moderate intensity,71.94573855333066,67.63978864038577
M,high intensity,71.86633581345059,53.52824374890978
M,control,71.729990781931,67.02865333960415
M,moderate intensity,73.7365833963997,71.63065195380628
M,high intensity,71.70165928135671,63.25866997642198
M,control,73.31460362170921,67.42227237758479
M,moderate intensity,73.20220045676773,74.86802055425062
M,high intensity,72.6050096894776,66.9247689522842
M,control,73.95012014301368,66.46974046612195
M,moderate intensity,71.44235446974074,72.78327786837153
M,high intensity,73.18810375884411,65.12434860351247
M,control,73.04482035515167,61.36528568709902
M,moderate intensity,71.53478473230851,64.83563025419618
M,high intensity,72.80870815093417,58.32430128357055
M,control,73.09694388615252,73.74684512956566
M,moderate intensity,74.26254780018996,65.46527723451402
M,high intensity,73.26073584601951,63.68501487731625
M,control,72.9234642989873,68.29909091446811
M,moderate intensity,72.70479748847617,72.25663131412924
M,high intensity,72.6735647707296,51.244598822399645
M,control,72.5868566412764,62.211520952362065
M,moderate intensity,72.03320584451406,74.15059120610485
M,high intensity,71.81565460549817,59.46601157588122
M,control,72.44969330365744,61.12127846649575
M,moderate intensity,71.99149278897131,67.2493433072807
M,high intensity,71.7976360285953,67.80693696508021
M,control,72.1483345276995,70.90299791350313
M,moderate intensity,75.1653333833128,65.7017316225448
M,high intensity,73.29136551882239,64.0220183373339
M,control,72.21437070434516,59.394542412273914
M,moderate intensity,72.38227404034524,78.88027134317848
M,high intensity,72.18648678456135,60.001859057021896
M,control,73.09739587081752,72.89674351729509
M,moderate intensity,72.73824993990844,72.42237277288916
M,high intensity,73.52561563579641,61.25615548996316
M,control,71.13979606593735,73.65471465241748
M,moderate intensity,71.12508154814297,84.12182237460752
M,high intensity,73.28907674617511,51.36870012184425
M,control,72.65764628388881,60.4118561736389
M,moderate intensity,72.54029028348012,67.53296226042966
M,high intensity,73.14857670506841,63.56382017397095
M,control,71.51520922198539,63.00597254873578
M,moderate intensity,72.95248647045655,72.39344595059328
M,high intensity,72.62278410876709,63.234378387059394
M,control,73.15876908054153,63.042979192573256
M,moderate intensity,73.08407996853816,76.71390177162742
M,high intensity,72.83324902825629,61.856412489681524
M,control,71.10888541268598,71.04007549200637
M,moderate intensity,72.86732390197174,72.33042126349498
M,high intensity,72.50206882393505,57.26972737442574
M,control,73.54261090914622,62.03243843458173
M,moderate intensity,72.78879234495707,64.50666370203832
M,high intensity,72.85103804226777,74.82583388477009
M,control,73.40538609933992,53.29665757984076
M,moderate intensity,73.13199398926643,68.809720637141
M,high intensity,72.81948153794133,55.44455383304437
M,control,74.39437602010179,59.79231427903954
M,moderate intensity,71.6486081054389,73.73892836553554
M,high intensity,71.79353379262109,56.57352344485923
M,control,73.05898087842212,71.59331205494391
M,moderate intensity,72.7421476173233,71.27256693510233
M,high intensity,72.29112284538382,61.3733190426338
M,control,72.64596264342129,71.38162767595311
M,moderate intensity,73.8633465837276,66.47298532585499
M,high intensity,71.71800262161199,56.5291724571168
M,control,70.36327964727639,67.21138299796765
M,moderate intensity,72.54133087881439,62.68676989717507
M,high intensity,72.75409980624582,65.3304787782758
M,control,72.56261642775745,61.57073589614172
M,moderate intensity,72.2935359800372,67.98003178786777
M,high intensity,72.47045768884885,63.31494827696224
M,control,72.90128526529097,61.37802733295789
M,moderate intensity,71.67569200395852,69.24737003965
M,high intensity,72.14671383008128,57.54308153087134
M,control,72.36733145546755,71.56090483232201
M,moderate intensity,73.08670786367065,74.38158079414902
M,high intensity,72.75356050048343,65.17193031799987
M,control,73.91866742671563,66.70996665627739
M,moderate intensity,73.19422844224289,67.55677637580848
M,high intensity,72.89623982819599,59.40980269936032
M,control,71.82014529450805,60.7899653172783
M,moderate intensity,73.41497410371986,73.05960655542457
M,high intensity,71.51413004426776,64.9056134805581
M,control,72.7298925726806,62.31401870625139
M,moderate intensity,73.33353716546668,68.04564265044583
M,high intensity,72.4920647582512,63.21183061019924
M,control,70.79011138956407,60.951602139163555
M,moderate intensity,73.16440116380055,65.82198387526891
M,high intensity,71.89403081049478,56.08648203418265
M,control,71.9663020947019,72.48433167695855
M,moderate intensity,73.11198662464304,71.22660106910888
M,high intensity,71.24435292953007,59.7412642677098
M,control,73.45964656486576,55.87552527404234
M,moderate intensity,71.16801057554977,76.01792065443792
M,high intensity,72.24387668190833,62.97691322179284
M,control,73.7680189094421,70.16506873646293
M,moderate intensity,72.27275559138141,69.04446417107089
M,high intensity,73.50875481978626,63.42192337442215
M,control,71.69841756038933,69.10745751171856
M,moderate intensity,72.15440942005846,63.98507773477563
M,high intensity,72.96134623704786,71.22306222007752
M,control,71.7798429668085,75.80899597087547
M,moderate intensity,72.83037828675549,61.35294957820604
M,high intensity,70.7576288490943,51.11690889891857
M,control,73.19703939602465,64.6196903470861
M,moderate intensity,73.06401518056362,64.14643318476362
M,high intensity,71.9940511044973,66.29593424831515
M,control,72.88289587947992,60.7062158382959
M,moderate intensity,73.10123100456445,60.06362586197549
M,high intensity,73.84071494430957,60.76123924850696
M,control,70.89387822326252,74.05099865351389
M,moderate intensity,73.26857666693336,76.41178874643776
M,high intensity,73.69604345354999,53.768699244883756
M,control,72.54071403543833,62.66925597508048
M,moderate intensity,73.63377393413701,63.57677622607181
M,high intensity,72.06104483469852,61.061379867720774
M,control,74.15581719190956,66.84796883096472
M,moderate intensity,70.40249037849803,75.59198029086356
M,high intensity,72.76066936639153,54.66672543749263
M,control,72.05384806332019,63.19725601402737
M,moderate intensity,73.43990782678368,80.16157252353585
M,high intensity,72.76518425693482,60.04995483790374
M,control,74.17399510408292,73.61493546412488
M,moderate intensity,74.20878752592657,62.20530704402565
M,high intensity,72.0751708818454,67.47961765093014
M,control,70.51362230048917,75.56240098663906
M,moderate intensity,73.54767096800488,65.4300973791616
M,high intensity,70.72784271298346,64.60262834045751
M,control,72.82618913260163,73.30410018488203
M,moderate intensity,72.3622890571018,80.40042199666978
M,high intensity,74.07815059238116,49.20906023867907
M,control,72.46335345477009,68.95091357595243
M,moderate intensity,74.14463136002891,64.94227849904367
M,high intensity,74.0121549797582,56.496051234418516
M,control,71.03573710638236,62.88781461532777
M,moderate intensity,74.1697189387004,63.83651474227918
M,high intensity,72.88396668073582,53.153964638883984
M,control,73.8671947407046,70.27864458606784
M,moderate intensity,72.13525169654305,75.32571078894715
M,high intensity,72.949559792426,61.49044178330409
M,control,72.20716820370457,63.115528533162944
M,moderate intensity,72.55770342692085,67.25819390513796
M,high intensity,71.60048619731091,64.54193909455381
M,control,73.2507178843402,60.499163597882095
M,moderate intensity,71.80145457505651,66.85280929411095
M,high intensity,71.98877201804711,55.80806729167919
M,control,72.52614505946471,60.08490559808855
M,moderate intensity,73.99646181725315,74.63529290060879
M,high intensity,74.10331221685138,66.8703803411903
M,control,74.28797923819398,68.18908737698209
M,moderate intensity,72.85031677437338,68.2271449926761
M,high intensity,73.83730928582838,54.27474974016869
M,control,70.75235767566741,65.3765461070026
M,moderate intensity,73.28633343220154,65.7929214607235
M,high intensity,73.31325456478665,59.461603285684554
M,control,71.99813420910431,64.20548768375583
M,moderate intensity,74.04965304220234,62.853184549757366
M,high intensity,73.95620139209481,56.10996904509159
M,control,71.65148410698744,65.58632514166048
M,moderate intensity,73.32412609272846,75.52843126615218
M,high intensity,71.98971534255767,55.024107062519775
M,control,72.17247997619145,62.8880284941971
M,moderate intensity,72.52177583356064,60.964665413157775
M,high intensity,73.29158963043929,66.70051870270896
M,control,71.00180504232337,62.40930272913896
M,moderate intensity,73.27952393514106,75.84253280610858
M,high intensity,73.25324034864852,50.463012255304136
M,control,72.32250912920435,63.45667086273674
M,moderate intensity,73.29625829793254,66.09826497561615
M,high intensity,71.30608286313706,58.325577714424725
M,control,74.58669478110887,60.8642293476421
M,moderate intensity,72.34008612242353,81.48874802708598
M,high intensity,71.64675703650437,65.48552590712424
M,control,75.49955721309199,62.82871654495144
M,moderate intensity,74.68918792166559,64.37434992735405
M,high intensity,74.43072033280271,56.135044723311395
M,control,70.91019364554982,61.90897907459113
M,moderate intensity,72.61155870766545,70.70520791502453
M,high intensity,72.83726384356318,61.698248301406174
M,control,73.25026836391206,69.93709819190205
M,moderate intensity,72.0172717054002,57.023507925063434
M,high intensity,72.98844262523635,63.3485492912534
M,control,74.23183290796476,62.731419788434835
M,moderate intensity,72.90161868673721,75.38720004978931
M,high intensity,72.99941569068311,53.17352652224224
M,control,72.37878236668041,65.22611127298346
M,moderate intensity,73.55289120337518,63.00698564023868
M,high intensity,72.80479349667738,64.72377282140833
M,control,73.43659068446837,65.25630136482133
M,moderate intensity,72.2730777383775,67.29726088791105
M,high intensity,72.72606883189333,56.50202483454974
M,control,70.58683565552613,61.74878707255281
M,moderate intensity,72.19507469384548,65.97931358102362
M,high intensity,71.06625615827227,55.99996624789109
M,control,72.71164536284631,61.31834426834904
M,moderate intensity,71.96520065338377,75.49439529993889
M,high intensity,73.15431683693738,63.302916811778864
M,control,72.36445349035093,70.87598778851749
M,moderate intensity,71.94835586125588,69.18531114482145
M,high intensity,72.10740897451988,54.93723310747001
M,control,71.31468523087281,72.90533184349711
M,moderate intensity,72.38945453669454,73.08997639770296
M,high intensity,73.77421746392325,63.95766804334493
M,control,72.97493957058488,72.52074116707203
M,moderate intensity,74.63697134686079,67.51443602993393
M,high intensity,73.22786641941383,61.846138363282805
M,control,71.84289339143403,64.34686030005271
M,moderate intensity,73.75733677567814,74.27356635513127
M,high intensity,74.0876679917247,67.74352848153329
M,control,73.99194558186073,73.20572147180454
M,moderate intensity,72.46841149218471,69.45062295329572
M,high intensity,73.76370069462857,52.984326463095314
M,control,73.24901468627777,62.43036773403331
M,moderate intensity,72.88662028991558,72.01744247797261
M,high intensity,72.43593680821839,56.35181470966545
M,control,74.02269698652148,77.68689750493648
M,moderate intensity,74.0348100122571,73.28944447731752
M,high intensity,74.64211575200369,60.005899877461594
M,control,73.44312388427186,69.08638561280794
M,moderate intensity,72.66548562883563,78.839732165904607
M,high intensity,73.3006036996724,59.07907726912999
M,control,71.06469857068531,67.10946547770567
M,moderate intensity,71.52288413530732,76.42647546398749
M,high intensity,73.34036256702458,59.55711271612678
M,control,72.72495900380218,65.68575346758536
M,moderate intensity,72.5771817810704,73.60441370617103
M,high intensity,73.31789244617762,50.6962287674442
M,control,72.21411768091501,65.19800339616457
M,moderate intensity,72.12111211236278,64.22110737295495
M,high intensity,71.8864279488594,55.36326523473078
M,control,72.8981367851765,63.60338548818543
M,moderate intensity,71.6373839309913,76.32838287490237
M,high intensity,74.82197445168855,59.25776670751092
M,control,71.92716799796453,62.25439178936203
M,moderate intensity,72.05689202422825,68.30162567222202
M,high intensity,73.12133326706822,54.07390970984919
M,control,73.45130075936068,61.14236984834964
M,moderate intensity,71.24355604112793,74.53840314190224
M,high intensity,73.29826304528675,57.245407548457294
M,control,72.74723951479417,69.52879203037347
M,moderate intensity,73.01986989609159,75.48812925907379
M,high intensity,74.1601758724279,53.962798058553275
M,control,72.88905177915503,54.70364432909912
M,moderate intensity,72.57951416620912,71.07703982576628
M,high intensity,73.27956021489662,58.365537529773206
M,control,73.5061738704429,64.2382296311726
